FID,ACCIDENT_N,ACCIDENTDA,ACCIDENTTI,ACCIDENT_T,Accident_T_1,DAY_OF_WEE,Day_Week_D,DCA_CODE,DCA_Descri,DIRECTORY,EDITION,PAGE,GRID_REFER,GRID_REF_1,LIGHT_COND,Light_Cond_1,NODE_ID,NO_OF_VEHI,NO_PERSONS,NO_PERSO_1,NO_PERSO_2,NO_PERSO_3,NO_PERSO_4,POLICE_ATT,ROAD_GEOME,Road_Geome_1,SEVERITY,SPEED_ZONE,Lat,Long
106,T20130000319,5/01/2013,23.19.00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,VCS,9,565,N,5,5,Dark No street lights,257195,1,3,3,0,0,0,1,5,Not at intersection,2,70,-37.5472,143.798750000000010
107,T20130000320,5/01/2013,12.00.00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),MEL,40,72,H,5,1,Day,41871,2,3,0,1,0,2,1,2,T intersection,3,80,-37.88904,145.232969999999990
108,T20130000322,6/01/2013,06.50.00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,MEL,40,137,A,3,1,Day,43928,1,1,1,0,0,0,1,1,Cross intersection,2,80,-38.14784,145.245499999999990
109,T20130000323,5/01/2013,14.40.00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),MEL,40,40,C,1,1,Day,64745,2,6,1,1,0,4,1,1,Cross intersection,2,60,-37.78834,144.809490000000010
110,T20130000325,6/01/2013,07.20.00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),MEL,40,59,H,5,1,Day,29610,2,2,0,2,0,0,1,1,Cross intersection,3,60,-37.8457,145.053980000000000
111,T20130000326,6/01/2013,08.30.00,6,Vehicle overturned (no collision),1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),MEL,40,30,C,5,1,Day,37846,1,1,1,0,0,0,1,1,Cross intersection,2,60,-37.75819,144.987990000000000
112,T20130000333,6/01/2013,12.42.00,1,Collision with vehicle,1,Sunday,120,HEAD ON (NOT OVERTAKING),MEL,40,37,J,11,1,Day,128255,3,9,0,1,0,8,1,5,Not at intersection,3,60,-37.78189,145.325050000000000
113,T20130000334,6/01/2013,12.10.00,1,Collision with vehicle,1,Sunday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,MEL,40,51,H,3,1,Day,257200,2,1,0,1,0,0,1,5,Not at intersection,3,50,-37.79465,145.317399999999990
114,T20130000336,6/01/2013,14.15.00,1,Collision with vehicle,1,Sunday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,VCS,9,689,M,5,1,Day,257191,2,5,0,1,0,4,1,5,Not at intersection,3,50,-37.8167,147.645029999999990
115,T20130000341,6/01/2013,10.05.00,1,Collision with vehicle,1,Sunday,134,LANE CHANGE RIGHT (NOT OVERTAKING),MEL,40,15,B,8,1,Day,267835,2,2,1,0,0,1,1,5,Not at intersection,2,60,-37.72576,144.849600000000010
116,T20130000344,5/01/2013,22.30.00,2,Struck Pedestrian,7,Saturday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,MEL,40,40,H,1,3,Dark Street lights on,258491,1,2,1,0,0,1,1,5,Not at intersection,2,999,-37.78687,144.832870000000010
117,T20130000346,5/01/2013,10.45.00,7,Fall from or in moving vehicle,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),VCS,9,693,N,7,1,Day,267836,3,3,0,1,0,2,1,5,Not at intersection,3,60,-38.11205,147.057040000000000
118,T20130000347,6/01/2013,14.25.00,4,Collision with a fixed object,1,Sunday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,VCS,9,80,C,3,1,Day,267837,1,1,1,0,0,0,1,5,Not at intersection,2,80,-37.59194,145.639780000000000
119,T20130000348,6/01/2013,12.10.00,1,Collision with vehicle,1,Sunday,120,HEAD ON (NOT OVERTAKING),VCS,9,48,G,7,1,Day,267838,2,2,2,0,0,0,1,5,Not at intersection,2,100,-36.85145,146.334599999999990
120,T20130000350,6/01/2013,10.30.00,1,Collision with vehicle,1,Sunday,135,LANE CHANGE LEFT (NOT OVERTAKING),MEL,40,60,A,9,1,Day,267839,2,2,0,1,0,1,2,5,Not at intersection,3,60,-37.86183,145.066120000000010
121,T20130000354,6/01/2013,19.28.00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),MEL,40,31,A,3,1,Day,38057,2,5,2,0,0,3,1,1,Cross intersection,2,60,-37.75101,145.021170000000010
122,T20130000357,5/01/2013,07.55.00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,MEL,40,8,A,11,1,Day,45652,2,2,0,1,0,1,2,2,T intersection,3,999,-37.69162,144.979050000000000
123,T20130000359,6/01/2013,13.00.00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),MEL,40,58,F,10,1,Day,40161,2,2,0,1,0,1,2,1,Cross intersection,3,60,-37.86646,145.000040000000010
124,T20130000360,6/01/2013,20.30.00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),MEL,40,30,B,1,3,Dark Street lights on,267840,2,3,0,1,0,2,1,5,Not at intersection,3,70,-37.74299,144.982090000000000
125,T20130000361,6/01/2013,19.20.00,1,Collision with vehicle,1,Sunday,120,HEAD ON (NOT OVERTAKING),VCS,9,90,E,8,2,Dusk/Dawn,257531,2,2,2,0,0,0,1,5,Not at intersection,2,100,-38.3945,142.775960000000000
126,T20130000366,6/01/2013,18.15.00,4,Collision with a fixed object,1,Sunday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,MEL,40,65,H,5,1,Day,256415,1,1,0,0,1,0,1,5,Not at intersection,1,80,-37.84518,145.317180000000010
127,T20130000368,7/01/2013,01.30.00,1,Collision with vehicle,2,Monday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,MEL,40,2S,B,2,3,Dark Street lights on,257181,3,1,0,1,0,0,1,5,Not at intersection,3,60,-37.78915,144.889890000000010
128,T20130000369,7/01/2013,06.00.00,8,No collision and no object struck,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),MEL,40,1A,H,10,1,Day,125853,2,2,1,0,0,1,1,5,Not at intersection,2,40,-37.81896,144.962259999999990
129,T20130000375,5/01/2013,12.30.00,1,Collision with vehicle,7,Saturday,113,RIGHT NEAR (INTERSECTIONS ONLY),MEL,40,190,G,4,1,Day,1147,2,6,0,3,0,3,1,2,T intersection,3,70,-38.36937,145.005090000000000
130,T20130000380,7/01/2013,09.35.00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,MEL,40,80,C,5,1,Day,42547,2,2,1,0,0,1,1,1,Cross intersection,2,60,-37.93427,145.165809999999990
131,T20130000382,7/01/2013,08.20.00,2,Struck Pedestrian,2,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,MEL,40,68,D,12,1,Day,257184,1,2,0,1,0,1,1,5,Not at intersection,3,50,-37.91803,145.035259999999990
132,T20130000383,7/01/2013,10.30.00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,MEL,40,6,H,7,1,Day,29750,2,3,0,3,0,0,1,2,T intersection,3,60,-37.67791,144.922360000000000
133,T20130000384,7/01/2013,08.30.00,4,Collision with a fixed object,2,Monday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,VCS,9,74,F,2,1,Day,267841,1,1,1,0,0,0,1,5,Not at intersection,2,100,-37.53748,142.837750000000000
134,T20130000387,6/01/2013,18.00.00,1,Collision with vehicle,1,Sunday,114,TWO RIGHT TURNING (INTERSECTIONS ONLY),MEL,40,5,K,7,1,Day,29837,2,2,1,0,0,1,2,1,Cross intersection,2,80,-37.67895,144.883990000000010
135,T20130000389,7/01/2013,12.06.00,1,Collision with vehicle,2,Monday,134,LANE CHANGE RIGHT (NOT OVERTAKING),MEL,40,26,F,5,1,Day,257273,2,2,0,1,0,1,1,5,Not at intersection,3,80,-37.75854,144.822100000000010
136,T20130000390,7/01/2013,11.05.00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,MEL,40,7,C,4,1,Day,45151,1,1,0,1,0,0,1,1,Cross intersection,3,60,-37.666,144.942410000000000
137,T20130000391,7/01/2013,10.30.00,4,Collision with a fixed object,2,Monday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,VCS,9,44,E,7,1,Day,267842,1,1,1,0,0,0,1,5,Not at intersection,2,100,-36.84427,144.230060000000010
138,T20130000392,7/01/2013,05.50.00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),MEL,40,68,G,1,1,Day,57533,4,4,2,0,0,2,1,1,Cross intersection,2,70,-37.87815,145.047349999999990
139,T20130000403,7/01/2013,13.10.00,1,Collision with vehicle,2,Monday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,MEL,40,167,F,4,1,Day,73651,2,6,1,0,0,5,1,2,T intersection,2,50,-38.37221,144.775890000000000
140,T20130000407,7/01/2013,08.20.00,1,Collision with vehicle,2,Monday,140,U TURN,VCS,9,607,T,4,1,Day,257472,2,2,0,1,0,1,1,5,Not at intersection,3,60,-36.75166,144.284269999999990
141,T20130000408,7/01/2013,14.47.00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),MEL,40,96,B,4,1,Day,267843,3,16,1,0,0,15,1,5,Not at intersection,2,100,-38.01811,145.248979999999990
142,T20130000417,7/01/2013,14.00.00,4,Collision with a fixed object,2,Monday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,VCS,9,74,D,5,1,Day,259208,1,4,4,0,0,0,1,5,Not at intersection,2,100,-37.70293,142.733399999999990
143,T20130000419,7/01/2013,16.10.00,6,Vehicle overturned (no collision),2,Monday,172,OFF CARRIAGEWAY TO RIGHT,VCS,9,18,G,9,1,Day,257188,1,1,1,0,0,0,1,5,Not at intersection,2,100,-35.98654,142.937870000000000
144,T20130000421,7/01/2013,18.10.00,1,Collision with vehicle,2,Monday,137,LEFT TURN SIDESWIPE,MEL,40,55,K,5,1,Day,261107,2,3,0,1,0,2,1,2,T intersection,3,50,-37.84636,144.886010000000000
145,T20130000424,7/01/2013,18.35.00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),MEL,40,6,H,11,2,Dusk/Dawn,267845,3,7,0,4,0,3,1,5,Not at intersection,3,80,-37.69456,144.921439999999990
146,T20130000427,7/01/2013,19.30.00,4,Collision with a fixed object,2,Monday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,MEL,40,17,H,9,1,Day,258716,1,2,0,1,0,1,1,5,Not at intersection,3,60,-37.73032,144.963780000000010
147,T20130000430,7/01/2013,20.25.00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,MEL,40,432,B,9,2,Dusk/Dawn,258338,1,1,1,0,0,0,1,5,Not at intersection,2,60,-38.07851,144.359019999999990
148,T20130000434,7/01/2013,22.42.00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,MEL,40,313,G,11,5,Dark No street lights,262263,1,1,0,1,0,0,1,5,Not at intersection,3,60,-37.99851,145.493540000000000
149,T20130000437,8/01/2013,01.43.00,4,Collision with a fixed object,3,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,VCS,9,61,F,4,5,Dark No street lights,258672,1,1,1,0,0,0,1,5,Not at intersection,2,100,-37.17299,145.255680000000010
150,T20130000438,7/01/2013,13.00.00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),MEL,40,68,E,4,1,Day,41353,2,2,0,1,0,1,1,1,Cross intersection,3,60,-37.88628,145.038160000000000
151,T20130000442,8/01/2013,06.50.00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),MEL,40,90,J,3,9,Unknown,10473,2,2,0,2,0,0,2,1,Cross intersection,3,999,-37.97233,145.235999999999990
152,T20130000444,7/01/2013,21.00.00,8,No collision and no object struck,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),MEL,40,47,E,1,2,Dusk/Dawn,267847,2,2,0,1,0,1,2,5,Not at intersection,3,60,-37.78731,145.127999999999990
153,T20130000445,8/01/2013,08.55.00,2,Struck Pedestrian,3,Tuesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,MEL,40,29,K,4,1,Day,36017,1,2,0,1,0,1,1,1,Cross intersection,3,50,-37.75667,144.974870000000010
154,T20130000451,8/01/2013,08.00.00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),MEL,40,59,K,9,1,Day,267848,2,2,0,1,0,1,1,5,Not at intersection,3,60,-37.86008,145.062810000000010
155,T20130000452,7/01/2013,19.15.00,8,No collision and no object struck,2,Monday,189,OTHER ACCIDENTS ON CURVE NOT INCLUDED IN DCAs 180-184,VCS,9,98,C,2,5,Dark No street lights,258410,1,1,0,1,0,0,1,5,Not at intersection,3,100,-38.01233,146.672290000000000
156,T20130000459,7/01/2013,11.00.00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),MEL,40,89,C,4,1,Day,70416,2,2,0,1,0,1,1,2,T intersection,3,60,-37.97564,145.166320000000010
157,T20130000462,8/01/2013,11.30.00,9,Other accident,3,Tuesday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,VCS,9,683,M,10,1,Day,257455,1,4,1,1,0,2,1,5,Not at intersection,2,60,-37.56639,149.148169999999990
158,T20130000466,4/01/2013,17.13.00,2,Struck Pedestrian,6,Friday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,VCS,9,686,G,5,1,Day,257616,1,4,1,0,0,3,1,5,Not at intersection,2,50,-37.87837,147.989090000000000
159,T20130000470,8/01/2013,13.46.00,4,Collision with a fixed object,3,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,MEL,40,2P,B,4,1,Day,267850,1,1,0,1,0,0,1,1,Cross intersection,3,60,-37.8585,144.979520000000010
160,T20130000473,5/01/2013,14.00.00,6,Vehicle overturned (no collision),7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),MEL,40,479,F,7,1,Day,50274,1,1,1,0,0,0,2,1,Cross intersection,2,80,-38.24865,144.332330000000010
161,T20130000474,8/01/2013,12.30.00,1,Collision with vehicle,3,Tuesday,142,LEAVING PARKING,VCS,9,586,H,4,1,Day,51345,2,3,0,2,0,1,1,1,Cross intersection,3,50,-35.33844,143.559490000000010
162,T20130000476,8/01/2013,12.00.00,2,Struck Pedestrian,3,Tuesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,VCS,9,603,N,9,1,Day,257298,1,2,0,1,0,1,1,5,Not at intersection,3,50,-36.71995,144.252659999999990
163,T20130000479,8/01/2013,13.55.00,1,Collision with vehicle,3,Tuesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,MEL,40,79,H,9,1,Day,257215,2,1,1,0,0,0,1,5,Not at intersection,2,50,-37.9499,145.142699999999990
164,T20130000485,8/01/2013,15.10.00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),MEL,40,2P,H,3,1,Day,40133,3,3,0,2,0,1,1,2,T intersection,3,40,-37.85669,144.992449999999990
165,T20130000486,8/01/2013,15.15.00,1,Collision with vehicle,3,Tuesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,MEL,40,514,F,6,1,Day,257682,4,5,0,1,0,4,1,5,Not at intersection,3,777,-38.40507,144.189860000000010
166,T20130000487,8/01/2013,14.55.00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),MEL,40,61,G,2,1,Day,40728,2,2,0,1,0,1,1,2,T intersection,3,60,-37.83503,145.135490000000000
167,T20130000494,8/01/2013,17.00.00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),VCS,9,672,G,11,1,Day,59141,3,4,0,1,0,3,1,1,Cross intersection,3,50,-36.39006,145.361290000000000
168,T20130000495,8/01/2013,18.20.00,1,Collision with vehicle,2,Tuesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),MEL,40,1D,V,7,1,Day,29387,2,2,0,1,0,1,2,1,Cross intersection,3,60,-37.82332,144.970130000000010
169,T20130000497,8/01/2013,15.08.00,4,Collision with a fixed object,3,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,MEL,40,68,K,5,1,Day,29650,1,1,0,1,0,0,1,1,Cross intersection,3,60,-37.88968,145.061129999999990
170,T20130000500,8/01/2013,18.30.00,1,Collision with vehicle,3,Tuesday,116,LEFT NEAR (INTERSECTIONS ONLY),MEL,40,67,F,7,1,Day,41179,2,2,0,1,0,1,2,1,Cross intersection,3,50,-37.89889,144.999100000000000
171,T20130000505,8/01/2013,20.25.00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,MEL,40,208,A,4,2,Dusk/Dawn,54444,2,6,2,1,0,3,1,2,T intersection,2,60,-37.88714,144.756000000000000
172,T20130000512,8/01/2013,08.47.00,1,Collision with vehicle,3,Tuesday,120,HEAD ON (NOT OVERTAKING),MEL,40,79,H,2,1,Day,267851,2,2,0,1,0,1,1,5,Not at intersection,3,50,-37.9241,145.140729999999990
173,T20130000519,9/01/2013,07.00.00,1,Collision with vehicle,4,Wednesday,116,LEFT NEAR (INTERSECTIONS ONLY),MEL,40,100A,F,4,1,Day,270,2,2,0,1,0,1,2,2,T intersection,3,60,-38.13934,145.127430000000000
174,T20130000520,9/01/2013,09.30.00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),MEL,40,88,D,4,1,Day,42862,2,2,0,2,0,0,1,1,Cross intersection,3,80,-37.9758,145.122549999999990
175,T20130000521,9/01/2013,07.40.00,1,Collision with vehicle,4,Wednesday,120,HEAD ON (NOT OVERTAKING),MEL,40,16,G,3,1,Day,41019,2,2,1,0,0,1,1,2,T intersection,2,60,-37.70916,144.916670000000010
176,T20130000523,9/01/2013,10.13.00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,MEL,40,67,C,9,1,Day,41112,2,2,0,1,0,1,2,2,T intersection,3,60,-37.90623,144.987959999999990
177,T20130000524,9/01/2013,08.55.00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),VCS,9,32,E,9,1,Day,51165,2,3,0,2,0,1,1,1,Cross intersection,3,100,-36.48421,145.241029999999990
178,T20130000525,9/01/2013,11.10.00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,MEL,40,17,D,2,1,Day,62064,2,3,1,2,0,0,1,2,T intersection,2,60,-37.70316,144.948550000000010
179,T20130000527,7/01/2013,18.30.00,8,No collision and no object struck,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),MEL,40,441,G,2,1,Day,71468,1,1,0,1,0,0,2,2,T intersection,3,50,-38.09886,144.337340000000010
180,T20130000539,9/01/2013,13.50.00,2,Struck Pedestrian,4,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,MEL,40,91A,C,9,1,Day,257204,1,3,0,1,0,2,1,5,Not at intersection,3,60,-37.99174,145.210129999999990
181,T20130000543,5/01/2013,12.15.00,1,Collision with vehicle,7,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,MEL,40,2P,H,1,1,Day,37678,2,2,0,1,0,1,2,2,T intersection,3,60,-37.85259,144.993239999999990
182,T20130000546,6/01/2013,13.30.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL,VCS,9,48,E,8,1,Day,267852,1,1,1,0,0,0,2,5,Not at intersection,2,100,-36.92922,146.238730000000000
183,T20130000551,9/01/2013,12.40.00,1,Collision with vehicle,4,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,VCS,9,548,D,10,1,Day,258411,2,3,0,1,0,2,1,5,Not at intersection,3,50,-36.25679,142.395010000000010
184,T20130000553,9/01/2013,14.52.00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),MEL,40,71,D,8,1,Day,257212,2,2,1,0,0,1,1,1,Cross intersection,2,50,-37.90329,145.167779999999990
185,T20130000555,2/01/2013,16.30.00,4,Collision with a fixed object,4,Wednesday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,VCS,9,35,E,7,1,Day,267853,1,1,0,1,0,0,2,5,Not at intersection,3,999,-36.31621,146.809800000000000
186,T20130000556,5/01/2013,16.00.00,8,No collision and no object struck,7,Saturday,180,OFF CARRIAGEWAY ON RIGHT BEND,MEL,40,120,A,9,1,Day,267854,1,1,0,1,0,0,2,5,Not at intersection,3,70,-37.81784,145.376070000000000
187,T20130000558,9/01/2013,18.25.00,8,No collision and no object struck,3,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),MEL,40,59,F,5,1,Day,278577,1,1,1,0,0,0,1,9,Unknown,2,50,-37.84715,145.045649999999990
188,T20130000559,2/01/2013,09.05.00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,MEL,40,2L,B,8,1,Day,230454,2,2,0,1,0,1,2,2,T intersection,3,60,-37.84483,144.978469999999990
189,T20130000562,9/01/2013,18.00.00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,MEL,40,1D,V,2,1,Day,233864,2,3,0,1,0,2,1,5,Not at intersection,3,40,-37.81918,144.968230000000010
190,T20130000563,9/01/2013,18.25.00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),MEL,40,69,F,4,1,Day,267856,5,5,0,1,0,4,1,5,Not at intersection,3,80,-37.88744,145.089300000000010
191,T20130000564,9/01/2013,19.40.00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),VCS,9,607,Q,8,1,Day,29983,3,3,0,1,0,2,1,1,Cross intersection,3,60,-36.76712,144.266510000000010
192,T20130000568,9/01/2013,20.15.00,7,Fall from or in moving vehicle,4,Wednesday,190,FELL IN/FROM VEHICLE,MEL,40,65,B,4,1,Day,261593,1,5,1,0,0,4,1,1,Cross intersection,2,50,-37.84481,145.292319999999990
193,T20130000569,9/01/2013,21.00.00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,MEL,40,103,A,4,3,Dark Street lights on,267857,1,4,1,0,0,3,1,5,Not at intersection,2,70,-38.15193,145.153960000000010
194,T20130000570,4/01/2013,18.00.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL,VCS,9,552,G,8,1,Day,267858,1,1,1,0,0,0,2,5,Not at intersection,2,80,-37.15499,142.527809999999990
195,T20130000572,9/01/2013,21.45.00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,MEL,40,8,G,3,3,Dark Street lights on,36948,2,3,2,0,0,1,1,1,Cross intersection,2,70,-37.66432,145.005320000000010
196,T20130000573,9/01/2013,06.06.00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,MEL,40,731,J,5,1,Day,261321,1,1,1,0,0,0,1,5,Not at intersection,2,80,-38.48455,145.220130000000010
197,T20130000574,9/01/2013,16.20.00,1,Collision with vehicle,4,Wednesday,134,LANE CHANGE RIGHT (NOT OVERTAKING),MEL,40,88,K,2,1,Day,42879,2,2,0,1,0,1,1,2,T intersection,3,80,-37.96715,145.149290000000010
198,T20130000576,9/01/2013,20.02.00,2,Struck Pedestrian,4,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,MEL,40,451,H,11,2,Dusk/Dawn,44453,1,2,1,0,0,1,1,4,Multiple intersection,2,50,-38.17539,144.342369999999990
199,T20130000578,9/01/2013,06.00.00,6,Vehicle overturned (no collision),4,Wednesday,182,OFF CARRIAGEWAY ON LEFT BEND,VCS,9,96,E,6,2,Dusk/Dawn,267859,1,1,0,1,0,0,1,5,Not at intersection,3,999,-38.28096,145.774010000000000
200,T20130000582,4/01/2013,17.00.00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),MEL,40,2G,F,1,1,Day,267861,3,3,0,1,0,2,2,5,Not at intersection,3,60,-37.80939,144.988980000000000
201,T20130000584,10/01/2013,06.42.00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,MEL,40,77,J,8,3,Dark Street lights on,42243,2,3,0,1,0,2,1,2,T intersection,3,60,-37.94725,145.059100000000000
202,T20130000588,10/01/2013,07.00.00,4,Collision with a fixed object,5,Thursday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,MEL,40,307,D,9,1,Day,267862,1,1,1,0,0,0,1,5,Not at intersection,2,80,-37.86039,145.478530000000010
203,T20130000591,10/01/2013,08.25.00,1,Collision with vehicle,5,Thursday,137,LEFT TURN SIDESWIPE,MEL,40,2L,H,12,1,Day,37705,2,3,0,1,0,2,1,1,Cross intersection,3,50,-37.85185,144.993370000000000
204,T20130000594,10/01/2013,08.00.00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,MEL,40,208,B,8,1,Day,267863,1,2,1,1,0,0,1,5,Not at intersection,2,50,-37.90038,144.761400000000010
205,T20130000597,10/01/2013,09.42.00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,MEL,40,77,B,4,1,Day,42125,2,6,0,2,0,4,1,1,Cross intersection,3,60,-37.93193,145.025720000000010
206,T20130000600,8/01/2013,18.14.00,1,Collision with vehicle,3,Tuesday,131,LEFT REAR,MEL,40,93,H,1,1,Day,257252,2,2,0,1,0,1,2,5,Not at intersection,3,80,-38.00958,145.140999999999990
207,T20130000605,10/01/2013,10.00.00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,MEL,40,89,D,2,1,Day,42913,1,1,0,1,0,0,1,1,Cross intersection,3,60,-37.96796,145.167820000000010
208,T20130000608,9/01/2013,13.00.00,8,No collision and no object struck,4,Wednesday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),VCS,9,429,E,2,1,Day,267864,1,1,1,0,0,0,2,5,Not at intersection,2,999,-37.48099,145.464180000000000
209,T20130000611,10/01/2013,11.56.00,1,Collision with vehicle,5,Thursday,136,RIGHT TURN SIDESWIPE,MEL,40,271,F,8,1,Day,267865,3,3,0,1,0,2,1,5,Not at intersection,3,80,-37.68201,145.220310000000010
